adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[35, 18, 10749]",353069,en,Mother's Day,"Sandy is a stressed-out, single mom who learns that her ex-husband is marrying a younger woman. Her friend Jesse's parents don't know that she has a family or that  her sister, Gabi is married to a woman. Jesse's friend, Kristin, is juggling motherhood of a toddler, a patient boyfriend who keeps proposing, and searching for her biological mother. Bradley is a widower who's trying to raise two daughters on his own, while Miranda is too busy with her career to worry about children. When their respective problems intersect and start coming to a head, the Mother's Day holiday takes on a special meaning for all.",6.0146,2016-04-28,Mother's Day,False,5.983,1286
False,"[27, 9648, 53]",11015,en,The Relic,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,1.7564,1997-01-10,The Relic,False,6.0,548
False,"[28, 12, 53]",10538,en,Passenger 57,"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.",2.4526,1992-11-06,Passenger 57,False,6.0,1034
False,"[878, 12, 53]",2067,en,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",2.7173,2000-03-10,Mission to Mars,False,6.0,1468
False,"[10751, 28, 14, 35]",615677,en,We Can Be Heroes,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",7.7637,2020-12-25,We Can Be Heroes,False,5.982,785
False,"[9648, 35]",308024,en,The Overnight,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family “playdate” becomes increasingly interesting as the night goes on.",2.3132,2015-06-19,The Overnight,False,5.985,343
False,[18],13078,en,The Babysitters,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",5.0554,2008-05-09,The Babysitters,False,6.0,510
False,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",13.8889,2016-03-23,Batman v Superman: Dawn of Justice,False,5.98,18286
False,"[27, 35]",19994,en,Jennifer's Body,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",9.9113,2009-09-18,Jennifer's Body,False,6.0,3958
False,"[28, 12, 878]",700391,en,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",13.6527,2023-03-02,65,False,6.0,2569
False,"[53, 80, 28]",497814,en,Breaking In,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",3.4293,2018-05-05,Breaking In,False,6.0,668
False,"[878, 80, 9648, 53]",396806,en,Anon,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",7.2451,2018-05-03,Anon,False,5.979,1615
False,"[27, 53]",312791,en,GirlHouse,"In an attempt to make some extra cash while away at College, Kylie moves into a house that streams content to an X-rated website. After a deranged fan hacks in to determine the house's location, she finds herself in a terrifying fight for her life.",3.5472,2014-10-16,GirlHouse,False,5.978,301
False,"[35, 10749, 18]",80038,en,Friends with Kids,"In the wake of their friends' marriages and eventual offspring, longtime pals Julie and Jason decide to have a child together without becoming a couple. By becoming ""time-share"" parents, they reason, they can experience the joys of parenthood without significantly curbing their personal freedom. However, when Julie and Jason both become involved with others, they discover that they secretly harbor romantic feelings for each other.",3.6523,2012-03-09,Friends with Kids,False,6.0,474
False,"[878, 35, 18, 14, 10749]",9296,en,S1m0ne,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",4.3323,2002-08-23,S1m0ne,False,6.0,925
False,"[27, 53, 9648]",3597,en,I Know What You Did Last Summer,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure.",7.7643,1997-10-17,I Know What You Did Last Summer,False,5.978,2885
False,"[28, 35, 10749]",848187,en,Role Play,Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,7.3625,2023-12-14,Role Play,False,6.0,564
False,"[10751, 14, 35, 10770]",39345,en,Casper Meets Wendy,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",3.3638,1998-09-10,Casper Meets Wendy,False,6.0,395
False,[18],7090,en,Ken Park,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",4.8546,2003-01-30,Ken Park,False,6.0,633
False,"[18, 53, 10752]",253626,en,Good Kill,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife—begin to unravel.",1.1068,2015-04-09,Good Kill,False,6.0,563
False,[35],175116,it,Buongiorno papà,"Andrea is a handsome and cocky 38-year old man with a successful business career. Shallow, womanizing and a confirmed bachelor, his life seems to be just perfect... until the day he comes home and finds there Layla, a teenage girl who claims to be his daughter. Alongside Layla is her grandfather Enzo, a former rockstar and the father of Andrea's first fleeting and forgotten conquest. And they've come to stay!",1.0602,2013-03-14,Out of the Blue,False,6.0,316
False,[35],45535,fr,Fatal,"Fatal... a diminutive for Fatal Bazooka, a bling-bling and hardcore rapper. A huge music star. Millions of fans, tens of hits, 4 « Artist of the year » Music Awards of Music, a range of fashion, a magazine, and soon his own amusement park : Fataland. He is the undisputed number one, until...",1.1767,2010-06-16,Fatal,False,5.976,634
False,"[18, 10749]",28468,it,La chiave,"Art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé, Nino instigates her sexual interest in him - setting off a chain of unexpected events and emotional complications...",6.3006,1983-10-19,The Key,False,6.0,418
False,"[27, 35]",14451,no,Død snø,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,1.9742,2009-01-09,Dead Snow,False,5.976,1144
False,"[28, 80, 12, 53]",146198,en,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,3.3642,2016-02-19,Triple 9,False,6.0,2173
False,"[12, 35, 10402]",32823,en,Get Him to the Greek,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",7.9893,2010-06-03,Get Him to the Greek,False,6.0,1811
False,[27],12517,fr,Calvaire,"A few days before Christmas, traveling entertainer Marc Stevens is stuck at nightfall in a remote wood in the swampy Hautes Fagnes region of Liège when his van breaks down. An odd chap who's looking for a lost dog then leads Marc to a shuttered inn.",0.8078,2005-03-09,Calvaire,False,6.0,324
False,"[35, 18, 10749]",10571,en,Boys and Girls,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",1.1481,2000-06-16,Boys and Girls,False,5.975,400
False,"[12, 10749, 18]",9266,en,Blue Crush,"Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback Matt Tollman comes along...",4.1183,2002-08-08,Blue Crush,False,6.0,542
False,"[18, 10749, 10752]",1722,en,Captain Corelli's Mandolin,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",1.4422,2001-04-18,Captain Corelli's Mandolin,False,6.0,541
False,"[28, 12, 53]",460321,en,Close,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",5.023,2019-02-22,Close,False,6.0,678
False,[35],21427,fr,La Doublure,"Caught by tabloid paparazzi with his mistress Elena, a famous and beautiful fashion model, billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man, one François Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing, Elena has to move in with Pignon.",3.4058,2006-03-29,The Valet,False,5.974,525
False,"[35, 18]",346681,en,Wilson,"Middle-aged and divorced, Wilson finds himself lonely, smug, and obsessed with his past.",3.2759,2017-03-24,Wilson,False,6.0,365
False,"[28, 53, 80]",14979,en,Thick as Thieves,A master thief recruits a notorious thief to help him steal two famous Faberge eggs from an impenetrable vault in an effort to pull off one final job and repay his debt to the Russian mob.,2.0595,2009-01-09,Thick as Thieves,False,6.0,803
False,"[35, 18]",10678,en,Bringing Down the House,"Uptight lawyer Peter Sanderson wants to dive back into dating after his divorce and has a hard time meeting the right women. He tries online dating and lucks out when he starts chatting with a fellow lawyer. The two agree to meet in the flesh, but the woman he meets — an escaped African-American convict named Charlene — is not what he expected. Peter is freaked out, but Charlene tries to convince him to take her case and prove her innocence. Along the way, she wreaks havoc on his middle-class life as he gets a lesson in learning to lighten up.",1.6928,2003-03-07,Bringing Down the House,False,6.0,712
False,"[14, 28, 53, 878]",8698,en,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",5.7486,2003-07-11,The League of Extraordinary Gentlemen,False,6.0,4121
False,"[878, 28, 12]",320288,en,Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",33.5494,2019-06-05,Dark Phoenix,False,5.972,6687
False,"[27, 35, 14]",9406,en,An American Werewolf in Paris,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,3.9517,1997-05-29,An American Werewolf in Paris,False,6.0,705
False,"[18, 10749]",7515,en,London,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,3.8089,2005-09-03,London,False,5.972,321
False,[53],764835,en,The Desperate Hour,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,3.9069,2021-09-12,The Desperate Hour,False,6.0,453
False,"[10402, 18]",352492,en,XOXO,"XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.",2.8878,2016-08-26,XOXO,False,5.971,590
False,[35],88042,en,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,3.4024,2012-12-25,Parental Guidance,False,5.971,464
False,"[27, 878, 35]",18502,en,The Stuff,"Amalgamated Dairies hires David Rutherford, an FBI man turned industrial saboteur, to investigate a popular new product called “the Stuff,” a new dessert product that is blowing ice cream sales out of the water. Nobody knows how it’s made or what’s in it, but people are lining up to buy it. It's got a delicious flavor to die for!",1.4864,1985-06-14,The Stuff,False,5.971,488
False,"[878, 27, 28]",9348,en,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",6.8521,1995-07-07,Species,False,6.0,1697
False,[35],243442,it,Un fantastico via vai,"Middle-aged family man Arnaldo is kicked out by his wife because of a misunderstanding. Instead of despairing, Arnaldo takes advantage of the situation to turn around his unsatisfying adult life by going to live in a flat shared with four university students.",0.8036,2013-12-12,A Fantastic Back and Forth,False,5.97,317
False,"[10749, 35]",44894,it,Ti amo in tutte le lingue del mondo,"Divorced high school PE teacher Gilberto falls in love with Margherita, unaware that she is the mother of Paolina, a student who's been hitting on him.",0.9296,2005-12-16,I Love You in Every Language in the World,False,6.0,486
False,"[80, 18, 53]",27579,en,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",4.436,2010-08-31,The American,False,5.97,1390
False,"[16, 35, 10751, 12]",382517,en,Open Season: Scared Silly,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.",4.7211,2015-12-18,Open Season: Scared Silly,False,6.0,358
False,"[14, 35, 10751]",9021,en,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",6.019,2002-09-29,The Santa Clause 2,False,6.0,1341
False,"[28, 27, 878]",460458,en,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",16.4102,2021-11-24,Resident Evil: Welcome to Raccoon City,False,6.0,2520
False,[35],187596,en,Walk of Shame,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",3.0091,2014-05-02,Walk of Shame,False,6.0,1451
False,"[35, 10751]",58224,en,Mr. Popper's Penguins,"Tom Popper is a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",7.3034,2011-06-17,Mr. Popper's Penguins,False,5.968,3017
False,"[18, 10749]",24402,fr,Emmanuelle,An employee at the French Embassy in Bangkok invites his wife to join him – and enjoy the benefits of their open marriage.,2.8983,1974-06-25,Emmanuelle,False,6.0,779
False,"[28, 12, 35]",11199,en,Wild Hogs,"Restless and ready for an adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",2.8141,2007-03-02,Wild Hogs,False,5.968,2330
False,[18],9815,en,Goal II: Living the Dream,"Tempted away from Newcastle United to join Real Madrid, rising star Santiago Munez finds this latest change of fortune the greatest challenge yet - personally as well as professionally. He is reunited with Gavin Harris, though they must compete to be on the team, and estranged from fiancee Roz, whose nursing career keeps her back home.",3.2011,2007-02-09,Goal II: Living the Dream,False,5.968,664
False,"[878, 18, 53, 12]",559581,en,Stowaway,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,3.3001,2021-06-24,Stowaway,False,5.967,566
False,"[14, 878, 53]",487083,en,Paradise Hills,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",2.4899,2019-08-29,Paradise Hills,False,6.0,548
False,"[18, 35, 36]",301348,en,Elvis & Nixon,"In 1970, a few days before Christmas, Elvis Presley showed up on the White House lawn seeking to be deputized into the Bureau of Narcotics and Dangerous Drugs by the President himself.",3.2979,2016-03-22,Elvis & Nixon,False,6.0,420
False,"[27, 53]",123109,en,No One Lives,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,1.1573,2013-03-09,No One Lives,False,6.0,635
False,"[27, 28, 878]",16061,ja,東京残酷警察,"In future Tokyo, a young woman in the privatized police force tracks down her father's killer while battling against mutant rebels known as engineers.",3.7068,2008-10-04,Tokyo Gore Police,False,5.967,337
False,"[878, 12, 35, 14, 28]",8069,en,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",3.6894,1968-10-10,Barbarella,False,6.0,759
False,"[35, 12]",758879,en,A Castle for Christmas,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle -- and faces off with the grumpy duke who owns it.",2.3591,2021-11-26,A Castle for Christmas,False,5.966,328
False,"[878, 35, 18]",698128,en,Dual,"A terminally ill woman opts for a cloning procedure to ease her loss on her friends and family. When she makes a miraculous recovery, her attempts to have her clone decommissioned fail and lead to a court-mandated duel to the death.",4.1744,2022-03-18,Dual,False,6.0,338
False,"[27, 53]",630586,en,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",13.6299,2021-01-26,Wrong Turn,False,5.966,1193
False,"[10751, 35]",605735,fr,10 jours sans maman,"Antoine is the Head of HR of a big company. Managing people is his thing, so when his overwhelmed wife suddenly decides to go on holiday and leave him with the responsibility of the house and their four kids, he knows it will be a piece of cake for him. But Antoine has drastically underestimated the mess that four mischievous kids can cause...",1.6742,2020-02-19,10 Days with Dad,False,5.966,306
False,"[27, 878, 18, 53]",523936,fr,Méandre,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",1.4132,2021-07-01,Meander,False,5.966,423
False,"[18, 10749]",491473,en,Gloria Bell,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",3.1858,2019-03-07,Gloria Bell,False,5.966,323
False,"[27, 53, 9648]",8555,en,Creep,"Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets",3.8006,2004-08-10,Creep,False,5.966,772
False,[53],356842,en,The Ones Below,"A young affluent couple expecting their first child hits it off with the new couple that moves in downstairs, until a dinner party between them ends in a shocking accident.",1.9662,2016-03-11,The Ones Below,False,5.965,354
False,[35],266294,en,Sisters,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,8.3846,2015-12-18,Sisters,False,6.0,1401
False,"[10751, 35, 18]",19724,en,Imagine That,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",1.6861,2009-06-19,Imagine That,False,5.965,572
False,[35],4256,en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",11.8396,2003-10-24,Scary Movie 3,False,6.0,4192
False,"[35, 18]",337154,en,The Meddler,"With a new iPhone, an apartment near the Grove, and a comfortable bank account left to her by her beloved late husband, Marnie Minervini has happily relocated from New Jersey to Los Angeles to be near her daughter Lori, a successful (but still single) screenwriter, and smother her with motherly love. But when the dozens of texts, unexpected visits, and conversations dominated by unsolicited advice force Lori to draw strict personal boundaries, Marnie finds ways to channel her eternal optimism and forceful generosity to change the lives of others - as well as her own - and find a new purpose in life.",3.4016,2016-04-05,The Meddler,False,5.964,359
False,"[27, 53]",211067,en,The Sacrament,"Two journalists set out to document their friend's journey to reunite with his estranged sister. They track her to an undisclosed location where they are welcomed into the remote world of ""Eden Parish,"" a self-sustained rural utopia composed of nearly two hundred members and overseen by a mysterious leader known only as ""Father."" It quickly becomes evident to the newcomers that this paradise may not be as it seems. Eden Parish harbors a twisted secret. What started as just another documentary shoot soon becomes a fight for survival.",3.8334,2013-09-02,The Sacrament,False,5.964,464
False,"[80, 18, 53]",97614,en,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",4.2548,2012-11-08,Deadfall,False,5.964,685
False,"[35, 10752]",10313,en,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",1.1884,2009-10-17,The Men Who Stare at Goats,False,6.0,2268
False,"[27, 14, 18]",8973,en,Lord of Illusions,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",3.2303,1995-08-25,Lord of Illusions,False,6.0,343
False,"[27, 9648, 53]",321258,en,The Boy,"A young American woman takes a job as a nanny in a remote English village, soon discovering that the family's eight-year-old son is a life-sized doll that comes with a list of strict rules.",7.1718,2016-01-22,The Boy,False,5.963,3801
False,"[14, 12, 10751, 28]",266647,en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",3.9582,2015-09-24,Pan,False,5.963,2752
False,"[27, 53, 9648]",215830,en,Open Grave,"A man awakes-- without memory -- in a pit full of bodies and must figure out if the people who rescued him are the killers, or if he is the murderer.",2.6568,2013-08-13,Open Grave,False,6.0,729
False,"[53, 27]",550201,th,The Pool นรก 6 เมตร,"Left alone to clean up a 6-meter-deep deserted pool, Day falls asleep on an inflatable raft. When he wakes, the water level has sunk so low that he can't climb out on his own. Stuck in the pool, Day screams for help, but the only thing that hears him is a creature from a nearby crocodile farm.",1.899,2018-09-27,The Pool,False,6.0,343
False,"[53, 27]",97051,en,Would You Rather,"Desperate to help her ailing brother, a young woman agrees to compete in a deadly game of ""Would You Rather"" hosted by a sadistic aristocrat.",5.044,2013-02-08,Would You Rather,False,5.962,949
False,"[12, 10751, 10749]",39227,en,When in Rome,"Teenage sisters Charli and Lola are on the verge of an experience beyond their wildest dreams! Pack your bags and jet off to Rome as the girls start their summer internship working for the legendary Derek Hanson - the totally cool international tycoon whose empire reaches from airlines to cutting-edge fashion. Amid the fabulous sights of this exciting city, the girls do their best to impress their boss, while still finding time to design their own line of very hip clothing, meet some very cute guys and turn their summer abroad into one awesome adventure they - and you - will never forget!",1.4007,2002-11-26,When in Rome,False,5.962,327
False,"[35, 18, 10749]",2313,en,Prime,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",1.5243,2005-09-21,Prime,False,6.0,808
False,"[18, 14, 9648, 53]",12994,en,The Nines,"A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways.",0.8589,2007-01-21,The Nines,False,5.961,438
False,"[28, 878, 14]",526896,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",9.5313,2022-03-30,Morbius,False,6.0,4490
False,"[18, 37]",749274,en,Cry Macho,A one-time rodeo star and washed-up horse breeder takes a job from an ex-boss to bring the man's young son home from Mexico.,2.9431,2021-09-16,Cry Macho,False,6.0,1052
False,"[12, 18, 10751, 35]",11479,fr,Un Indien dans la ville,"Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?",1.237,1994-12-14,"Little Indian, Big City",False,5.959,596
False,[28],8975,en,The Marine,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,4.9243,2006-10-13,The Marine,False,6.0,776
False,"[18, 35, 10749]",351964,en,The Escort,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",4.1271,2015-11-05,The Escort,False,6.0,420
False,"[28, 35, 53, 10749]",37821,en,Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",5.5943,2010-06-04,Killers,False,5.958,2224
False,"[28, 53, 12, 10752]",16113,en,The Delta Force,"A 707 aircraft jetliner, en route from Athens to Rome and then to New York City, is hijacked by Lebanese terrorists, who demand that the pilot take them to Beirut. What the terrorists don't realize is that an elite team of commandos have been called in to eliminate all terrorists on the jetliner.",3.1433,1986-02-14,The Delta Force,False,6.0,449
False,"[18, 80, 53]",13279,en,Lakeview Terrace,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",1.6445,2008-09-19,Lakeview Terrace,False,6.0,1083
False,"[27, 53, 9648]",10900,en,Surveillance,An FBI agent tracks a serial killer with the help of three of his would-be victims - all of whom have wildly different stories to tell.,0.6767,2008-02-08,Surveillance,False,6.0,336
False,[35],10765,en,Private Benjamin,A sheltered young high society woman joins the US Army on a whim and finds herself in a more difficult situation than she ever expected.,2.8542,1980-10-06,Private Benjamin,False,6.0,392
False,"[28, 12, 80, 53]",257088,en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",3.8861,2015-12-03,Point Break,False,5.957,2327
False,"[35, 10749]",245906,en,She's Funny That Way,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",1.3835,2015-04-22,She's Funny That Way,False,5.957,679
False,"[12, 10751]",74945,fr,La Nouvelle Guerre des boutons,"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.",1.307,2011-09-21,War of the Buttons,False,6.0,470
False,"[35, 10749]",12658,en,Someone Like You...,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",1.3463,2001-03-30,Someone Like You...,False,6.0,392
